"journeyID","journey_start","journey_end","journey_duration"
26145,2016-07-03,2016-07-03,0
26146,2015-08-22,2015-08-22,0
26147,2015-10-01,2015-10-01,0
26148,2016-04-11,2016-10-10,182
26149,2015-06-02,2016-04-09,312
26150,2016-10-11,2016-10-26,15
26151,2015-06-21,2015-08-25,65
26152,2015-09-30,2015-11-05,36
26153,2015-12-21,2015-12-22,1
26154,2016-04-08,2016-04-28,20
26155,2016-07-23,2016-07-23,0
26156,2016-08-30,2016-09-09,10
26157,2016-10-25,2016-10-25,0
26158,2015-06-02,2015-06-11,9
26159,2015-07-15,2015-09-18,65
26160,2015-06-14,2015-08-11,58
26161,2015-09-10,2015-09-11,1
26162,2015-11-05,2015-11-05,0
26163,2016-01-17,2016-02-20,34
26164,2016-03-28,2016-03-28,0
26165,2016-05-04,2016-05-04,0
26166,2016-08-01,2016-08-01,0
26167,2016-09-09,2016-09-09,0
26168,2015-09-03,2015-10-24,51
26169,2016-02-03,2016-02-03,0
26170,2016-09-11,2016-09-15,4
26171,2016-10-21,2016-10-21,0
26172,2015-08-07,2015-08-07,0
26173,2015-06-25,2015-07-02,7
26174,2015-08-23,2015-08-23,0
26175,2015-09-27,2015-11-08,42
26176,2015-12-18,2016-07-07,202
26177,2016-08-12,2016-08-19,7
26178,2016-10-11,2016-10-30,19
26179,2015-06-16,2015-12-16,183
26180,2015-06-11,2015-06-11,0
26181,2015-12-20,2016-04-21,123
26182,2016-05-22,2016-08-02,72
26183,2016-08-31,2016-10-30,60
26184,2015-06-01,2015-06-07,6
26185,2015-07-09,2015-08-14,36
26186,2015-12-06,2015-12-06,0
26187,2016-01-19,2016-02-09,21
26188,2016-01-01,2016-01-11,10
26189,2015-12-10,2015-12-12,2
26190,2015-09-13,2015-09-20,7
26191,2015-10-22,2015-11-11,20
26192,2016-02-04,2016-02-11,7
26193,2016-06-14,2016-10-30,138
26194,2015-07-08,2015-07-26,18
26195,2015-08-30,2015-08-30,0
26196,2016-02-21,2016-03-20,28
26197,2016-04-26,2016-07-15,80
26198,2016-08-13,2016-08-13,0
26199,2015-07-27,2015-07-27,0
26200,2016-01-18,2016-01-19,1
26201,2016-04-26,2016-05-25,29
26202,2016-07-30,2016-07-30,0
26203,2016-10-11,2016-10-22,11
26204,2015-11-08,2015-11-08,0
26205,2015-09-07,2015-09-15,8
26206,2015-10-16,2015-11-14,29
26207,2016-04-20,2016-08-24,126
26208,2016-09-25,2016-10-24,29
26209,2016-01-23,2016-01-23,0
26210,2016-07-27,2016-07-27,0
26211,2015-09-20,2015-09-24,4
26212,2015-06-22,2015-06-22,0
26213,2015-07-21,2015-10-31,102
26214,2015-12-28,2016-02-29,63
26215,2016-04-01,2016-05-09,38
26216,2016-06-29,2016-07-26,27
26217,2016-09-07,2016-10-30,53
26218,2015-09-15,2015-10-22,37
26219,2016-05-30,2016-05-31,1
26220,2015-06-03,2015-06-03,0
26221,2015-07-09,2015-08-16,38
26222,2015-11-27,2015-11-27,0
26223,2015-11-30,2016-01-15,46
26224,2016-02-14,2016-02-16,2
26225,2016-03-16,2016-03-25,9
26226,2016-04-24,2016-04-25,1
26227,2016-06-02,2016-07-05,33
26228,2016-08-07,2016-08-14,7
26229,2016-09-11,2016-09-24,13
26230,2016-10-23,2016-10-23,0
26231,2015-06-12,2015-06-22,10
26232,2015-07-29,2015-12-07,131
26233,2016-02-11,2016-03-16,34
26234,2016-04-24,2016-05-17,23
26235,2016-06-18,2016-08-19,62
26236,2016-09-21,2016-10-30,39
26237,2015-07-29,2015-09-01,34
26238,2015-10-07,2015-11-05,29
26239,2016-02-02,2016-03-01,28
26240,2015-06-17,2015-09-14,89
26241,2015-11-03,2016-02-22,111
26242,2016-04-19,2016-06-02,44
26243,2016-07-16,2016-07-20,4
26244,2016-06-15,2016-07-10,25
26245,2016-06-12,2016-09-12,92
26246,2015-11-21,2016-01-07,47
26247,2016-02-14,2016-02-14,0
26248,2016-04-14,2016-05-02,18
26249,2015-06-10,2015-07-29,49
26250,2016-02-10,2016-02-10,0
26251,2016-05-15,2016-05-15,0
26252,2016-06-20,2016-07-13,23
26253,2015-06-17,2015-07-06,19
26254,2015-09-18,2015-09-18,0
26255,2015-12-18,2016-01-11,24
26256,2016-04-05,2016-04-18,13
26257,2016-05-20,2016-05-20,0
26258,2016-09-13,2016-10-08,25
26259,2016-02-14,2016-02-14,0
26260,2015-12-16,2016-01-07,22
26261,2016-01-03,2016-03-15,72
26262,2015-09-08,2015-10-01,23
26263,2016-03-16,2016-03-29,13
26264,2016-05-17,2016-06-12,26
26265,2016-09-18,2016-10-18,30
26266,2015-06-03,2015-06-26,23
26267,2015-10-01,2015-12-10,70
26268,2016-03-16,2016-03-16,0
26269,2016-04-15,2016-05-22,37
26270,2016-07-06,2016-10-25,111
26271,2016-07-25,2016-07-25,0
26272,2015-06-06,2015-06-06,0
26273,2015-10-19,2015-10-19,0
26274,2015-12-12,2015-12-12,0
26275,2016-04-13,2016-05-01,18
26276,2016-06-11,2016-06-26,15
26277,2016-07-27,2016-08-11,15
26278,2016-09-29,2016-10-29,30
26279,2015-07-19,2015-07-25,6
26280,2016-06-12,2016-06-12,0
26281,2016-07-30,2016-08-28,29
26282,2015-08-07,2015-09-26,50
26283,2015-12-11,2015-12-11,0
26284,2016-05-08,2016-05-08,0
26285,2016-06-14,2016-06-14,0
26286,2016-10-22,2016-10-22,0
26287,2015-10-30,2016-03-15,137
26288,2016-04-14,2016-05-11,27
26289,2015-08-14,2015-09-04,21
26290,2015-11-10,2015-11-10,0
26291,2016-03-13,2016-05-15,63
26292,2016-01-31,2016-01-31,0
26293,2015-08-09,2015-08-09,0
26294,2015-10-19,2015-10-19,0
26295,2016-05-08,2016-05-08,0
26296,2016-06-11,2016-07-12,31
26297,2016-08-18,2016-08-18,0
26298,2016-10-23,2016-10-23,0
26299,2015-06-30,2015-07-12,12
26300,2015-10-23,2015-11-19,27
26301,2016-06-12,2016-06-12,0
26302,2016-01-14,2016-01-15,1
26303,2015-07-20,2015-07-22,2
26304,2015-07-24,2015-08-18,25
26305,2016-03-21,2016-03-21,0
26306,2016-05-07,2016-05-07,0
26307,2016-08-01,2016-08-04,3
26308,2016-10-09,2016-10-10,1
26309,2016-06-10,2016-08-08,59
26310,2015-06-02,2015-07-04,32
26311,2015-08-02,2015-08-09,7
26312,2015-10-31,2015-11-23,23
26313,2016-01-17,2016-01-31,14
26314,2016-02-20,2016-02-28,8
26315,2016-08-15,2016-08-23,8
26316,2016-06-19,2016-06-27,8
26317,2015-07-27,2015-08-22,26
26318,2015-10-05,2015-11-15,41
26319,2016-01-02,2016-01-24,22
26320,2016-03-31,2016-03-31,0
26321,2016-07-19,2016-07-19,0
26322,2016-09-26,2016-09-26,0
26323,2016-10-31,2016-10-31,0
26324,2015-06-21,2015-06-29,8
26325,2015-08-06,2015-08-13,7
26326,2015-11-06,2015-11-06,0
26327,2016-03-14,2016-03-16,2
26328,2015-06-10,2015-07-05,25
26329,2015-08-12,2015-11-11,91
26330,2015-12-11,2016-03-13,93
26331,2016-04-15,2016-04-19,4
26332,2015-08-31,2015-08-31,0
26333,2016-03-21,2016-05-11,51
26334,2016-07-26,2016-08-18,23
26335,2016-10-15,2016-10-15,0
26336,2015-06-07,2016-04-08,306
26337,2016-05-16,2016-08-14,90
26338,2016-09-16,2016-10-27,41
26339,2015-06-16,2015-06-16,0
26340,2015-09-26,2015-11-10,45
26341,2016-01-02,2016-01-13,11
26342,2016-07-21,2016-07-21,0
26343,2016-09-30,2016-09-30,0
26344,2015-11-07,2015-11-07,0
26345,2015-06-07,2015-06-07,0
26346,2015-07-13,2015-09-23,72
26347,2015-11-10,2015-11-10,0
26348,2016-01-06,2016-10-28,296
26349,2016-01-13,2016-01-24,11
26350,2016-02-14,2016-03-06,21
26351,2016-04-09,2016-04-09,0
26352,2016-07-14,2016-07-14,0
26353,2016-08-20,2016-10-01,42
26354,2016-10-30,2016-10-30,0
26355,2015-08-07,2015-08-07,0
26356,2015-11-26,2015-11-26,0
26357,2016-02-08,2016-03-06,27
26358,2016-04-03,2016-08-22,141
26359,2016-10-09,2016-10-11,2
26360,2015-06-07,2015-08-09,63
26361,2015-08-09,2015-12-31,144
26362,2016-01-10,2016-03-14,64
26363,2016-04-16,2016-10-27,194
26364,2016-03-14,2016-04-01,18
26365,2016-04-16,2016-06-10,55
26366,2015-06-21,2015-07-26,35
26367,2015-08-30,2015-09-18,19
26368,2015-11-05,2015-11-28,23
26369,2016-01-09,2016-01-09,0
26370,2016-07-03,2016-09-25,84
26371,2015-06-01,2015-09-12,103
26372,2015-07-23,2015-07-23,0
26373,2015-06-13,2015-06-13,0
26374,2015-07-27,2015-11-11,107
26375,2015-12-11,2015-12-11,0
26376,2016-01-29,2016-01-29,0
26377,2016-04-24,2016-05-16,22
26378,2016-07-14,2016-07-14,0
26379,2015-06-08,2015-06-08,0
26380,2015-07-23,2015-07-23,0
26381,2015-08-01,2015-08-22,21
26382,2015-06-28,2015-06-28,0
26383,2015-07-30,2015-07-30,0
26384,2015-11-01,2016-02-15,106
26385,2016-04-08,2016-04-29,21
26386,2016-05-30,2016-08-10,72
26387,2016-09-10,2016-10-09,29
26388,2016-05-29,2016-05-29,0
26389,2015-06-22,2015-07-27,35
26390,2016-01-28,2016-02-14,17
26391,2016-06-07,2016-07-03,26
26392,2016-10-10,2016-10-16,6
26393,2015-07-21,2016-01-20,183
26394,2015-06-02,2015-07-14,42
26395,2016-01-21,2016-10-31,284
26396,2016-07-02,2016-07-04,2
26397,2015-06-19,2015-07-09,20
26398,2015-09-05,2015-09-05,0
26399,2015-10-10,2015-10-19,9
26400,2016-02-17,2016-02-17,0
26401,2016-03-29,2016-04-30,32
26402,2016-08-11,2016-08-11,0
26403,2016-09-11,2016-09-11,0
26404,2015-06-08,2015-11-06,151
26405,2015-12-20,2016-01-24,35
26406,2016-03-30,2016-10-05,189
26407,2015-11-20,2015-11-20,0
26408,2015-06-07,2015-06-27,20
26409,2015-07-27,2015-07-27,0
26410,2015-08-25,2016-01-05,133
26411,2016-02-26,2016-02-26,0
26412,2016-04-18,2016-09-02,137
26413,2016-10-29,2016-10-29,0
26414,2015-10-23,2015-12-10,48
26415,2015-06-11,2015-09-05,86
26416,2015-12-11,2016-01-14,34
26417,2016-03-07,2016-03-07,0
26418,2016-04-05,2016-04-19,14
26419,2016-05-25,2016-08-09,76
26420,2016-09-09,2016-09-09,0
26421,2015-06-10,2015-09-04,86
26422,2015-08-20,2015-08-20,0
26423,2016-01-12,2016-01-12,0
26424,2016-06-16,2016-07-17,31
26425,2015-07-14,2015-07-14,0
26426,2016-01-21,2016-02-04,14
26427,2015-06-03,2015-06-03,0
26428,2015-07-02,2015-07-02,0
26429,2015-08-26,2015-09-01,6
26430,2015-10-20,2015-10-20,0
26431,2016-05-12,2016-05-12,0
26432,2015-09-01,2015-09-01,0
26433,2016-02-19,2016-02-19,0
26434,2016-07-08,2016-09-11,65
26435,2016-05-05,2016-05-13,8
26436,2015-06-05,2015-08-27,83
26437,2015-10-16,2015-11-02,17
26438,2016-08-29,2016-08-29,0
26439,2016-01-05,2016-01-05,0
26440,2015-07-20,2015-07-25,5
26441,2015-08-19,2015-08-19,0
26442,2016-02-18,2016-03-04,15
26443,2015-08-14,2015-08-14,0
26444,2016-07-03,2016-07-03,0
26445,2016-09-20,2016-10-02,12
26446,2016-02-02,2016-07-08,157
26447,2015-06-04,2016-01-04,214
26448,2016-07-09,2016-10-30,113
26449,2015-10-24,2015-11-04,11
26450,2016-03-09,2016-09-03,178
26451,2015-08-28,2015-09-24,27
26452,2015-11-25,2016-03-02,98
26453,2016-09-11,2016-10-30,49
26454,2015-07-12,2015-08-09,28
26455,2015-10-16,2015-10-16,0
26456,2015-09-20,2015-09-28,8
26457,2016-02-08,2016-04-04,56
26458,2015-07-18,2015-07-19,1
26459,2015-11-15,2015-11-18,3
26460,2016-01-01,2016-02-10,40
26461,2016-05-16,2016-05-16,0
26462,2015-09-14,2015-09-14,0
26463,2015-11-01,2015-11-01,0
26464,2016-01-23,2016-01-23,0
26465,2016-09-01,2016-09-26,25
26466,2015-06-09,2015-06-09,0
26467,2015-07-20,2015-07-20,0
26468,2015-09-10,2015-09-10,0
26469,2015-11-17,2015-11-17,0
26470,2016-01-05,2016-01-22,17
26471,2016-05-09,2016-05-26,17
26472,2016-07-17,2016-08-12,26
26473,2015-11-29,2015-12-07,8
26474,2016-01-24,2016-01-29,5
26475,2015-06-17,2015-12-06,172
26476,2016-05-02,2016-05-24,22
26477,2015-12-08,2016-03-16,99
26478,2016-05-31,2016-10-16,138
26479,2016-10-26,2016-10-26,0
26480,2015-08-28,2015-08-28,0
26481,2016-09-04,2016-09-05,1
26482,2016-10-13,2016-10-13,0
26483,2015-07-18,2016-01-17,183
26484,2015-06-01,2015-07-16,45
26485,2016-01-18,2016-10-28,284
26486,2015-06-27,2015-06-27,0
26487,2016-01-27,2016-02-19,23
26488,2015-07-28,2015-08-21,24
26489,2015-11-03,2015-11-03,0
26490,2016-04-21,2016-05-21,30
26491,2016-08-24,2016-09-05,12
26492,2016-10-25,2016-10-25,0
26493,2015-07-10,2015-07-26,16
26494,2015-07-29,2015-08-20,22
26495,2015-10-09,2016-10-15,372
26496,2015-06-01,2015-08-31,91
26497,2015-09-09,2015-09-28,19
26498,2016-02-09,2016-02-29,20
26499,2015-06-28,2015-08-09,42
26500,2015-09-15,2015-09-15,0
26501,2015-12-09,2016-01-25,47
26502,2016-03-02,2016-03-03,1
26503,2016-05-11,2016-05-11,0
26504,2016-07-09,2016-08-08,30
26505,2015-08-08,2015-08-08,0
26506,2015-07-02,2015-07-02,0
26507,2016-05-25,2016-06-16,22
26508,2016-08-07,2016-08-19,12
26509,2015-07-04,2016-01-02,182
26510,2015-06-03,2015-07-01,28
26511,2016-05-03,2016-10-28,178
26512,2015-12-31,2016-04-24,115
26513,2016-10-29,2016-10-30,1
26514,2016-03-08,2016-03-08,0
26515,2016-07-02,2016-09-18,78
26516,2015-06-03,2015-06-04,1
26517,2015-09-18,2015-10-11,23
26518,2016-01-01,2016-01-01,0
26519,2015-06-06,2015-08-18,73
26520,2016-03-22,2016-03-22,0
26521,2016-04-22,2016-06-04,43
26522,2016-07-30,2016-10-27,89
26523,2016-03-15,2016-03-15,0
26524,2015-11-10,2015-11-10,0
26525,2016-05-30,2016-06-24,25
26526,2016-10-20,2016-10-20,0
26527,2015-06-02,2015-06-08,6
26528,2015-07-27,2015-07-27,0
26529,2016-01-21,2016-01-21,0
26530,2016-02-25,2016-02-29,4
26531,2015-06-21,2015-08-05,45
26532,2015-07-09,2015-07-09,0
26533,2015-07-10,2015-07-10,0
26534,2015-09-13,2015-09-13,0
26535,2015-11-11,2015-12-06,25
26536,2016-02-07,2016-02-07,0
26537,2016-04-04,2016-04-12,8
26538,2016-07-01,2016-07-01,0
26539,2016-08-19,2016-08-19,0
26540,2015-06-01,2015-06-21,20
26541,2015-06-11,2015-09-07,88
26542,2015-10-11,2015-10-14,3
26543,2015-12-08,2016-02-13,67
26544,2016-03-25,2016-04-10,16
26545,2016-06-10,2016-06-28,18
26546,2016-08-31,2016-09-13,13
26547,2016-01-20,2016-07-09,171
26548,2015-06-08,2016-01-07,213
26549,2016-07-11,2016-10-19,100
26550,2015-06-05,2015-08-05,61
26551,2015-09-05,2015-09-29,24
26552,2015-12-12,2015-12-12,0
26553,2016-04-09,2016-08-23,136
26554,2016-10-08,2016-10-15,7
26555,2015-08-03,2015-08-03,0
26556,2015-07-23,2015-07-24,1
26557,2015-11-17,2015-11-17,0
26558,2015-06-07,2016-10-30,511
26559,2015-07-14,2015-10-13,91
26560,2016-04-01,2016-04-01,0
26561,2015-06-10,2015-06-11,1
26562,2015-10-21,2016-01-31,102
26563,2016-04-25,2016-08-11,108
26564,2016-09-09,2016-10-30,51
26565,2015-12-04,2016-05-28,176
26566,2015-05-31,2015-11-27,180
26567,2016-05-29,2016-07-30,62
26568,2016-08-01,2016-10-30,90
26569,2015-06-01,2015-07-13,42
26570,2016-04-12,2016-07-18,97
26571,2015-07-14,2016-01-14,184
26572,2016-01-20,2016-03-01,41
26573,2016-07-28,2016-10-30,94
26574,2015-08-09,2015-08-17,8
26575,2015-09-30,2015-09-30,0
26576,2016-10-10,2016-10-10,0
26577,2015-06-05,2015-07-18,43
26578,2015-06-03,2015-08-30,88
26579,2015-09-01,2015-11-08,68
26580,2016-06-28,2016-07-29,31
26581,2015-11-10,2016-01-13,64
26582,2016-09-07,2016-10-29,52
26583,2016-01-16,2016-03-08,52
26584,2016-03-12,2016-06-22,102
26585,2016-08-04,2016-08-06,2
26586,2016-06-28,2016-07-01,3
26587,2015-10-05,2015-10-26,21
26588,2015-12-24,2016-01-20,27
26589,2016-05-21,2016-06-21,31
26590,2016-08-04,2016-09-10,37
26591,2016-10-14,2016-10-19,5
26592,2015-07-07,2015-08-26,50
26593,2015-10-11,2015-11-11,31
26594,2016-01-04,2016-01-27,23
26595,2015-06-09,2015-06-17,8
26596,2015-08-09,2015-09-28,50
26597,2016-01-30,2016-01-30,0
26598,2016-06-14,2016-07-03,19
26599,2016-09-04,2016-09-20,16
26600,2016-10-26,2016-10-26,0
26601,2015-06-10,2015-06-14,4
26602,2015-07-30,2015-08-16,17
26603,2015-06-21,2015-06-21,0
26604,2016-01-31,2016-01-31,0
26605,2016-06-12,2016-07-26,44
26606,2016-08-28,2016-08-28,0
26607,2015-07-14,2015-07-14,0
26608,2015-07-15,2015-07-31,16
26609,2015-10-17,2015-10-17,0
26610,2015-12-10,2015-12-10,0
26611,2016-01-13,2016-01-13,0
26612,2015-06-01,2015-11-27,179
26613,2016-01-10,2016-08-07,210
26614,2015-06-10,2015-07-14,34
26615,2015-06-23,2015-11-10,140
26616,2016-06-21,2016-06-21,0
26617,2015-06-01,2016-02-09,253
26618,2015-07-02,2015-08-27,56
26619,2015-09-01,2015-12-17,107
26620,2015-12-23,2016-06-19,179
26621,2015-12-18,2015-12-18,0
26622,2016-06-20,2016-08-25,66
26623,2016-10-16,2016-10-30,14
26624,2016-08-30,2016-10-14,45
26625,2015-10-10,2015-10-21,11
26626,2015-06-04,2015-06-06,2
26627,2015-07-28,2015-07-29,1
26628,2015-08-04,2015-08-04,0
26629,2015-06-08,2015-07-15,37
26630,2015-09-07,2015-10-20,43
26631,2015-07-29,2015-08-22,24
26632,2015-12-27,2016-03-02,66
26633,2016-04-14,2016-04-14,0
26634,2016-05-19,2016-06-23,35
26635,2016-08-16,2016-09-04,19
26636,2016-10-29,2016-10-30,1
26637,2015-06-08,2015-06-08,0
26638,2015-07-12,2015-08-08,27
26639,2015-12-06,2015-12-06,0
26640,2016-04-17,2016-10-17,183
26641,2015-06-02,2015-06-05,3
26642,2015-06-07,2015-07-15,38
26643,2015-09-27,2015-10-23,26
26644,2015-12-08,2016-04-16,130
26645,2016-10-18,2016-10-29,11
26646,2015-07-03,2015-07-03,0
26647,2015-08-27,2015-09-10,14
26648,2015-11-02,2016-01-17,76
26649,2016-05-07,2016-05-07,0
26650,2015-07-08,2015-09-14,68
26651,2015-07-14,2015-07-15,1
26652,2015-08-31,2015-09-14,14
26653,2015-06-11,2015-06-28,17
26654,2015-09-04,2015-09-04,0
26655,2016-02-21,2016-02-21,0
26656,2015-12-23,2016-04-15,114
26657,2016-07-17,2016-07-17,0
26658,2016-09-02,2016-09-02,0
26659,2016-10-20,2016-10-20,0
26660,2015-06-03,2015-08-03,61
26661,2015-09-04,2015-09-06,2
26662,2015-10-06,2016-01-01,87
26663,2016-02-10,2016-02-10,0
26664,2016-03-11,2016-05-05,55
26665,2016-06-06,2016-08-13,68
26666,2016-09-11,2016-10-25,44
26667,2015-07-05,2015-08-01,27
26668,2016-02-14,2016-03-11,26
26669,2016-08-08,2016-08-10,2
26670,2016-01-28,2016-02-22,25
26671,2016-05-01,2016-05-01,0
26672,2015-06-19,2015-06-19,0
26673,2015-07-15,2015-07-15,0
26674,2016-05-28,2016-06-03,6
26675,2016-08-19,2016-08-19,0
26676,2016-09-27,2016-10-21,24
26677,2015-10-21,2015-10-21,0
26678,2015-11-21,2016-03-28,128
26679,2015-10-21,2015-10-21,0
26680,2016-01-20,2016-01-20,0
26681,2016-03-02,2016-03-02,0
26682,2016-05-21,2016-05-21,0
26683,2015-06-06,2015-06-25,19
26684,2015-07-26,2015-08-27,32
26685,2015-11-01,2015-11-04,3
26686,2015-12-19,2015-12-19,0
26687,2016-01-31,2016-01-31,0
26688,2016-03-12,2016-06-19,99
26689,2016-07-23,2016-09-14,53
26690,2016-10-27,2016-10-27,0
26691,2015-08-02,2015-08-02,0
26692,2015-07-01,2015-09-14,75
26693,2015-10-25,2015-12-12,48
26694,2016-01-13,2016-02-28,46
26695,2016-04-30,2016-04-30,0
26696,2016-06-09,2016-06-09,0
26697,2016-08-09,2016-09-10,32
26698,2015-07-18,2015-07-18,0
26699,2015-07-19,2015-07-19,0
26700,2015-12-01,2015-12-13,12
26701,2016-04-09,2016-04-09,0
26702,2016-06-12,2016-06-12,0
26703,2016-08-09,2016-08-09,0
26704,2016-07-28,2016-07-28,0
26705,2015-06-01,2015-06-07,6
26706,2016-02-13,2016-02-13,0
26707,2016-08-30,2016-08-30,0
26708,2015-07-02,2015-07-02,0
26709,2015-08-07,2015-09-11,35
26710,2015-10-26,2015-10-26,0
26711,2016-02-28,2016-02-28,0
26712,2016-04-05,2016-04-05,0
26713,2016-08-08,2016-09-04,27
26714,2015-06-11,2015-06-11,0
26715,2015-08-13,2015-09-10,28
26716,2015-11-07,2015-11-07,0
26717,2015-06-24,2015-07-17,23
26718,2015-11-02,2015-11-16,14
26719,2015-12-16,2015-12-18,2
26720,2015-06-05,2015-06-05,0
26721,2015-12-23,2016-02-03,42
26722,2015-06-18,2015-07-14,26
26723,2015-09-30,2015-10-22,22
26724,2015-06-01,2015-06-13,12
26725,2015-06-13,2015-07-30,47
26726,2016-03-29,2016-03-29,0
26727,2016-05-05,2016-05-05,0
26728,2015-06-08,2015-08-05,58
26729,2015-06-08,2015-07-22,44
26730,2015-08-23,2015-09-23,31
26731,2015-10-24,2015-11-06,13
26732,2015-06-01,2015-07-28,57
26733,2015-11-23,2015-11-28,5
26734,2016-01-31,2016-03-03,32
26735,2016-08-07,2016-09-02,26
26736,2015-10-19,2015-10-26,7
26737,2016-05-19,2016-05-19,0
26738,2015-06-01,2015-06-01,0
26739,2015-07-14,2015-07-20,6
26740,2016-03-11,2016-03-15,4
26741,2016-09-26,2016-09-26,0
26742,2015-06-03,2015-06-24,21
26743,2015-07-15,2015-07-21,6
26744,2015-08-25,2015-10-14,50
26745,2015-12-01,2016-01-06,36
26746,2016-02-25,2016-04-01,36
26747,2016-05-18,2016-05-18,0
26748,2016-06-22,2016-06-22,0
26749,2016-09-07,2016-09-20,13
26750,2016-10-21,2016-10-25,4
26751,2016-02-22,2016-02-23,1
26752,2015-06-03,2015-06-18,15
26753,2015-09-17,2015-09-17,0
26754,2015-10-18,2015-11-15,28
26755,2015-12-20,2015-12-20,0
26756,2016-04-06,2016-04-25,19
26757,2016-06-13,2016-06-27,14
26758,2016-10-09,2016-10-09,0
26759,2016-03-31,2016-05-01,31
26760,2015-06-04,2015-10-31,149
26761,2015-11-01,2015-11-26,25
26762,2016-01-01,2016-01-05,4
26763,2016-05-02,2016-05-23,21
26764,2015-12-30,2015-12-30,0
26765,2016-08-10,2016-08-10,0
26766,2016-08-02,2016-08-02,0
26767,2016-09-03,2016-09-03,0
26768,2016-10-05,2016-10-30,25
26769,2015-12-10,2015-12-10,0
26770,2015-06-21,2015-08-31,71
26771,2015-09-01,2015-11-27,87
26772,2016-01-15,2016-02-09,25
26773,2016-03-20,2016-03-20,0
26774,2016-04-23,2016-04-23,0
26775,2016-05-26,2016-05-26,0
26776,2016-07-03,2016-07-16,13
26777,2016-10-24,2016-10-24,0
26778,2015-06-01,2015-06-07,6
26779,2015-10-05,2015-10-05,0
26780,2016-01-13,2016-03-19,66
26781,2016-05-09,2016-06-25,47
26782,2016-08-26,2016-09-12,17
26783,2015-06-13,2016-04-23,315
26784,2016-05-27,2016-10-18,144
26785,2015-06-01,2015-12-27,209
26786,2016-07-20,2016-10-29,101
26787,2015-07-21,2015-07-21,0
26788,2015-06-04,2015-09-05,93
26789,2015-10-21,2015-11-18,28
26790,2015-12-17,2016-03-09,83
26791,2016-05-03,2016-10-26,176
26792,2015-06-18,2015-07-26,38
26793,2016-02-11,2016-02-11,0
26794,2016-05-25,2016-05-31,6
26795,2016-07-13,2016-08-02,20
26796,2016-01-17,2016-02-20,34
26797,2016-06-08,2016-06-18,10
26798,2016-10-02,2016-10-02,0
26799,2015-06-03,2015-06-30,27
26800,2015-07-14,2015-07-15,1
26801,2015-10-30,2015-10-30,0
26802,2015-12-05,2016-02-16,73
26803,2015-10-02,2015-10-02,0
26804,2015-12-06,2015-12-06,0
26805,2016-03-27,2016-03-27,0
26806,2015-06-21,2015-06-21,0
26807,2015-08-26,2015-10-03,38
26808,2015-11-02,2015-11-06,4
26809,2015-06-22,2015-06-22,0
26810,2015-12-22,2015-12-22,0
26811,2015-06-05,2015-07-29,54
26812,2016-08-10,2016-08-22,12
26813,2016-10-25,2016-10-25,0
26814,2015-10-14,2015-10-14,0
26815,2015-06-11,2015-06-11,0
26816,2015-07-15,2015-08-27,43
26817,2015-10-28,2015-10-28,0
26818,2015-12-12,2016-05-17,157
26819,2016-06-29,2016-07-27,28
26820,2016-09-23,2016-10-26,33
26821,2015-12-20,2016-02-15,57
26822,2016-03-17,2016-04-10,24
26823,2016-05-10,2016-05-23,13
26824,2016-07-12,2016-07-12,0
26825,2016-10-23,2016-10-26,3
26826,2015-10-03,2015-10-03,0
26827,2015-08-31,2015-09-08,8
26828,2015-10-11,2015-10-11,0
26829,2015-11-27,2015-11-27,0
26830,2016-03-06,2016-03-10,4
26831,2016-04-11,2016-04-25,14
26832,2016-07-09,2016-07-18,9
26833,2015-11-19,2015-12-08,19
26834,2016-06-02,2016-06-02,0
26835,2016-07-08,2016-07-08,0
26836,2015-10-03,2015-10-26,23
26837,2015-12-06,2015-12-17,11
26838,2015-06-18,2015-08-18,61
26839,2015-12-20,2016-01-03,14
26840,2016-02-10,2016-02-10,0
26841,2016-04-11,2016-04-18,7
26842,2016-10-17,2016-10-26,9
26843,2015-06-07,2015-08-23,77
26844,2015-09-22,2015-09-22,0
26845,2015-11-22,2015-12-16,24
26846,2016-02-22,2016-02-28,6
26847,2016-05-07,2016-05-10,3
26848,2016-06-17,2016-06-18,1
26849,2016-07-18,2016-08-05,18
26850,2016-10-09,2016-10-09,0
26851,2015-07-14,2015-07-14,0
26852,2015-06-28,2015-08-27,60
26853,2015-12-09,2015-12-20,11
26854,2016-01-21,2016-01-21,0
26855,2016-05-11,2016-06-08,28
26856,2015-06-21,2015-06-25,4
26857,2016-01-22,2016-01-22,0
26858,2016-07-05,2016-07-06,1
26859,2015-07-04,2015-07-21,17
26860,2015-07-20,2015-07-22,2
26861,2015-09-19,2015-09-21,2
26862,2015-10-31,2015-10-31,0
26863,2016-02-01,2016-02-05,4
26864,2016-08-07,2016-08-07,0
26865,2015-06-01,2016-01-31,244
26866,2016-05-22,2016-10-30,161
26867,2016-01-10,2016-01-23,13
26868,2016-03-10,2016-03-29,19
26869,2016-06-12,2016-08-23,72
26870,2016-05-13,2016-05-25,12
26871,2015-06-04,2015-08-18,75
26872,2015-09-18,2015-10-10,22
26873,2016-02-09,2016-03-02,22
26874,2016-05-28,2016-06-17,20
26875,2016-07-17,2016-07-17,0
26876,2016-08-20,2016-08-20,0
26877,2015-06-01,2015-09-11,102
26878,2015-10-16,2015-11-07,22
26879,2016-02-22,2016-10-27,248
